ld,paper,origin_chamber,snum,title,committee,final_disposition,governor_action,chaptered_law,chapter,became_law,last_house_action,last_senate_action,sponsor_count,action_count,roll_call_count,amendment_count,ps_url,lawmaker_summary_url
1578,HP1036,House,132,"Resolve, to Establish the Commission to Evaluate the Scope of Regulatory Review and Oversight over Health Care Transactions That Impact the Delivery of Health Care Services in the State","Health Coverage, Insurance and Financial Services","Emergency Finally Passed, Jul 1, 2025","Emergency Signed, Jul 1, 2025","RESLV, Chapter 106",106,True,"6/25/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.","6/25/2025 - FINALLY PASSED - Emergency - 2/3 Elected Required, in concurrence.",9,12,0,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1036,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1036&SessionID=16
1579,HP1037,House,132,An Act to Abolish School Budget Referenda,Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 14, 2025",,,,False,4/10/2025 - Committee on Education and Cultural Affairs suggested and ordered printed. The Bill was REFERRED to the Committee on EDUCATION AND CULTURAL AFFAIRS . Sent for concurrence. ORDERED SENT FORTHWITH.,5/14/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),6,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1037,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1037&SessionID=16
1580,HP1038,House,132,An Act to Prohibit Carriers and Pharmacy Benefits Managers from Using Spread Pricing,"Health Coverage, Insurance and Financial Services","Enacted, Jun 12, 2025","Signed, Jun 12, 2025","ACTPUB, Chapter 291",291,True,6/10/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/10/2025 - PASSED TO BE ENACTED , in concurrence.",9,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1038,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1038&SessionID=16
1581,HP1039,House,132,An Act Regarding the Motor Vehicle Excise Tax and Registration Fees Exemption for Certain Veterans,Transportation,"Emergency Enacted, May 30, 2025","Emergency Signed, May 30, 2025","ACTPUB, Chapter 152",152,True,"5/27/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.","5/27/2025 - PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",6,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1039,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1039&SessionID=16
1582,HP1040,House,132,An Act to Clarify the Prohibition on the Sale of Beverages in Plastic Containers,Environment and Natural Resources,"Died Between Houses, Jun 13, 2025",,,,False,6/4/2025 - The House INSISTED on ACCEPTANCE of the Majority Ought to Pass Report and PASSAGE TO BE ENGROSSED ORDERED SENT FORTHWITH.,"6/13/2025 - TAKEN from the Table by the President. Motion by Senator PIERCE of Cumberland to INSIST to ACCEPTANCE of the Minority OUGHT NOT TO PASS Report In NON-CONCURRENCE On motion by Senator HICKMAN of Kennebec to RECEDE and CONCUR FAILED Roll Call Ordered Roll Call Number 530 Yeas 12 - Nays 22 - Excused 1 - Absent 0 Subsequently, the Senate INSISTED to ACCEPTANCE of the Minority OUGHT NOT TO PASS Report In NON-CONCURRENCE Placed in Legislative Files (DEAD)",10,11,3,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1040,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1040&SessionID=16
1583,HP1041,House,132,An Act Regarding Home Health Care Services Ordered by a Physician Licensed Outside of Maine,Health and Human Services,"Enacted, Mar 19, 2026","Signed, Mar 19, 2026","ACTPUB, Chapter 567",567,True,3/10/2026 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"3/12/2026 - PASSED TO BE ENACTED , in concurrence.",10,8,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1041,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1041&SessionID=16
1584,HP1042,House,132,An Act to Establish Municipal Cost Components for Unorganized Territory Services to Be Rendered in Fiscal Year 2025-26,Taxation,"Emergency Enacted, Jun 10, 2025","Emergency Signed, Jun 10, 2025","ACTPUB, Chapter 242",242,True,"6/3/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.","6/3/2025 - PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",1,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1042,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1042&SessionID=16
1585,HP1043,House,132,"Resolve, to Direct the Maine State Housing Authority to Amend Its Rules Governing the Fuel Assistance Program Regarding Benefit Payments for Wood Fuel",Housing and Economic Development,"Accepted Majority (ONTP) Report, Jun 3, 2025",,,,False,"6/2/2025 - Reports READ . On motion of Representative GERE of Kennebunkport, the Majority Ought Not to Pass Report was ACCEPTED . Sent for concurrence. ORDERED SENT FORTHWITH.",6/3/2025 - Reports Read On motion by Senator CURRY of Waldo the Majority Ought Not to Pass Report ACCEPTED in concurrence. PREVAILED Roll Call Ordered Roll Call Number 319 Yeas 19 - Nays 14 - Excused 2 - Absent 0 Placed in Legislative Files (DEAD),2,4,1,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1043,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1043&SessionID=16
1586,HP1044,House,132,An Act to Amend the Regional School Unit Budget Validation Referendum Law,Education and Cultural Affairs,"Accepted Majority (ONTP) Report, May 28, 2025",,,,False,"5/27/2025 - Reports READ . On motion of Representative MURPHY of Scarborough, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 191 (Yeas 72 - Nays 66 - Absent 13 - Excused 0) Sent for concurrence. ORDERED SENT FORTHWITH.",5/28/2025 - Reports Read On motion by Senator RAFFERTY of York the Majority Ought Not to Pass Report ACCEPTED in concurrence. PREVAILED Roll Call Ordered Roll Call Number 236 Yeas 20 - Nays 14 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),10,4,2,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1044,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1044&SessionID=16
1587,HP1045,House,132,An Act to Clarify the Bureau of Labor Standards' Investigatory and Enforcement Procedures,Labor,"Enacted, Mar 19, 2026","Signed, Mar 19, 2026","ACTPUB, Chapter 568",568,True,3/10/2026 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"3/12/2026 - PASSED TO BE ENACTED , in concurrence.",10,9,3,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1045,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1045&SessionID=16
1588,HP1046,House,132,An Act to Ensure Transparency in Student Transfer Requests,Education and Cultural Affairs,"Died On Adjournment, Apr 29, 2026",,,,False,6/3/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),10,8,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1046,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1046&SessionID=16
1589,HP1047,House,132,An Act to Improve Parity in Insurance Coverage for Outpatient Counseling Services in Maine,"Health Coverage, Insurance and Financial Services","Ought Not to Pass Pursuant To Joint Rule 310, May 28, 2025",,,,False,"4/10/2025 - Committee on Health Coverage, Insurance and Financial Services suggested and ordered printed. The Bill was REFERRED to the Committee on HEALTH COVERAGE, INSURANCE AND FINANCIAL SERVICES . Sent for concurrence. ORDERED SENT FORTHWITH.",5/28/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1047,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1047&SessionID=16
1590,HP1048,House,132,An Act to Reduce the Counselor and Social Worker Shortage by Amending Reciprocity Requirements for Those Professionals from Other Jurisdictions,"Health Coverage, Insurance and Financial Services","Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",,,,False,"4/10/2025 - Committee on Health Coverage, Insurance and Financial Services suggested and ordered printed. The Bill was REFERRED to the Committee on HEALTH COVERAGE, INSURANCE AND FINANCIAL SERVICES . Sent for concurrence. ORDERED SENT FORTHWITH.",5/20/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1048,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1048&SessionID=16
1591,HP1049,House,132,An Act to Grant a Municipality Authority to Tax Property According to Use,Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, May 21, 2025",,,,False,4/10/2025 - Committee on Taxation suggested and ordered printed. The Bill was REFERRED to the Committee on TAXATION . Sent for concurrence. ORDERED SENT FORTHWITH.,5/21/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1049,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1049&SessionID=16
1592,HP1050,House,132,An Act to Reduce Energy Costs by Permitting the Ownership of Generation by Investor-owned Transmission and Distribution Utilities,"Energy, Utilities and Technology","Accepted Majority (ONTP) Report, May 7, 2025",,,,False,"5/6/2025 - Reports READ . On motion of Representative KESSLER of South Portland, the Majority Ought Not to Pass Report was ACCEPTED . Sent for concurrence. ORDERED SENT FORTHWITH.",5/7/2025 - Reports Read On motion by Senator GROHOSKI of Hancock the Majority Ought Not to Pass Report ACCEPTED . in concurrence Placed in Legislative Files (DEAD),4,4,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1050,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1050&SessionID=16
1593,HP1051,House,132,"An Act to Require Certain Public Entities to Define Their Use of the Term ""Equity""",State and Local Government,"Accepted Majority (ONTP) Report, Jun 9, 2025",,,,False,"6/9/2025 - Reports READ . On motion of Representative SALISBURY of Westbrook, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 371 (Yeas 76 - Nays 69 - Absent 4 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.",6/9/2025 - Reports Read On motion by Senator BALDACCI of Penobscot the Majority Ought Not to Pass Report ACCEPTED in concurrence. PREVAILED Roll Call Ordered Roll Call Number 415 Yeas 20 - Nays 14 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),9,4,2,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1051,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1051&SessionID=16
1594,HP1052,House,132,An Act to Change the Appropriation for the Governor's Expense Account and Create Transparency in Expenditures Made from That Account,State and Local Government,"Ought Not to Pass Pursuant To Joint Rule 310, May 21, 2025",,,,False,4/10/2025 - Committee on State and Local Government suggested and ordered printed. The Bill was REFERRED to the Committee on STATE AND LOCAL GOVERNMENT . Sent for concurrence. ORDERED SENT FORTHWITH.,5/21/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),2,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1052,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1052&SessionID=16
1595,HP1053,House,132,An Act to Strengthen Working Waterfronts Against Nuisance Complaints Regarding Aquaculture,Marine Resources,"Enacted, Jun 10, 2025","Signed, Jun 10, 2025","ACTPUB, Chapter 249",249,True,6/3/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/3/2025 - PASSED TO BE ENACTED , in concurrence.",8,6,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1053,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1053&SessionID=16
1596,HP1054,House,132,"Resolve, Directing the Department of Marine Resources to Submit a Report on the Findings and Recommendations of the Aquaculture Advisory Council",Marine Resources,"Finally Passed, Jun 22, 2025","Unsigned, Jun 22, 2025","RESLV, Chapter 102",102,True,6/9/2025 - FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/9/2025 - FINALLY PASSED , in concurrence.",9,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1054,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1054&SessionID=16
1597,HP1055,House,132,An Act to Prohibit the Use of Dynamic Pricing for Certain Consumer Goods,Housing and Economic Development,"Ought Not to Pass Pursuant To Joint Rule 310, May 21, 2025",,,,False,4/10/2025 - Committee on Housing and Economic Development suggested and ordered printed. The Bill was REFERRED to the Committee on HOUSING AND ECONOMIC DEVELOPMENT . Sent for concurrence. ORDERED SENT FORTHWITH.,5/21/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),7,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1055,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1055&SessionID=16
1598,HP1056,House,132,An Act to Provide Relocation Assistance to Crime Victims,Judiciary,"Enacted, May 30, 2025","Signed, May 30, 2025","ACTPUB, Chapter 171",171,True,5/27/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/27/2025 - PASSED TO BE ENACTED , in concurrence.",7,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1056,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1056&SessionID=16
1599,HP1057,House,132,An Act to Establish the Maine Emergency Medical Services Commission,Criminal Justice and Public Safety,"Leave to Withdraw, May 21, 2025",,,,False,4/10/2025 - Committee on Criminal Justice and Public Safety suggested and ordered printed. The Bill was REFERRED to the Committee on CRIMINAL JUSTICE AND PUBLIC SAFETY . Sent for concurrence. ORDERED SENT FORTHWITH.,5/21/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),5,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1057,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1057&SessionID=16
1600,HP1058,House,132,An Act to Provide Regional Support Funding for Municipal Police Departments to Support Special Response Teams,Criminal Justice and Public Safety,"Ought Not to Pass Pursuant To Joint Rule 310, May 13, 2025",,,,False,4/10/2025 - Committee on Criminal Justice and Public Safety suggested and ordered printed. The Bill was REFERRED to the Committee on CRIMINAL JUSTICE AND PUBLIC SAFETY . Sent for concurrence. ORDERED SENT FORTHWITH.,5/13/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),8,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1058,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1058&SessionID=16
1601,HP1059,House,132,An Act to Create Parity in Poultry Processing and Farming Licenses and Inspections,"Agriculture, Conservation and Forestry","Ought Not to Pass Pursuant To Joint Rule 310, May 6, 2025",,,,False,"4/10/2025 - Committee on Agriculture, Conservation and Forestry suggested and ordered printed. The Bill was REFERRED to the Committee on AGRICULTURE, CONSERVATION AND FORESTRY . Sent for concurrence. ORDERED SENT FORTHWITH.",5/6/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1059,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1059&SessionID=16
1602,SP0639,Senate,132,An Act to Remove the Exemption from Sales and Use Tax for Automobiles Purchased for Use as Rentals,Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, May 6, 2025",,,,False,4/10/2025 - The Bill was REFERRED to the Committee on TAXATION . In concurrence. ORDERED SENT FORTHWITH.,5/6/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),4,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0639,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0639&SessionID=16
1603,SP0640,Senate,132,"An Act to Eliminate the Property Tax on Business Equipment With a Value of No More Than $50,000",Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",,,,False,4/10/2025 - The Bill was REFERRED to the Committee on TAXATION . In concurrence. ORDERED SENT FORTHWITH.,5/20/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),7,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0640,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0640&SessionID=16
1604,SP0641,Senate,132,An Act to Protect Groundwater and Surface Waters from Perfluoroalkyl and Polyfluoroalkyl Substances from Landfill Leachate,Environment and Natural Resources,"Enacted, May 30, 2025","Signed, May 30, 2025","ACTPUB, Chapter 172",172,True,5/27/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/27/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0641,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0641&SessionID=16
1605,SP0642,Senate,132,An Act to Support Farmers and Food Banks Affected by Federal Funding Cuts to Their Existing Contracts,"Agriculture, Conservation and Forestry","Ought Not to Pass Pursuant To Joint Rule 310, Jan 20, 2026",,,,False,None,1/20/2026 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),10,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0642,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0642&SessionID=16
1606,HP1060,House,132,"An Act to Require Data Collection and Major Substantive Rulemaking for the Lifespan Waiver Providing Home and Community-based Services for Individuals with Intellectual and Developmental Disabilities, Autism Spectrum Disorder or Other Related Conditions",Health and Human Services,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on HEALTH AND HUMAN SERVICES pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/20/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),8,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1060,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1060&SessionID=16
1607,HP1061,House,132,An Act to Require Law Enforcement Agencies to Adopt Written Policies Regarding Compliance with Certain Constitutional Obligations Related to Disclosure of Evidence,Criminal Justice and Public Safety,"Enacted, Jun 9, 2025","Signed, Jun 9, 2025","ACTPUB, Chapter 219",219,True,6/2/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/2/2025 - PASSED TO BE ENACTED , in concurrence.",1,5,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1061,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1061&SessionID=16
1608,HP1062,House,132,An Act to Counter Unlawful Cannabis Cultivation,Veterans and Legal Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 14, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on VETERANS AND LEGAL AFFAIRS pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/14/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),10,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1062,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1062&SessionID=16
1609,HP1063,House,132,An Act Regarding Background Checks for Medical Cannabis Providers,Veterans and Legal Affairs,"Enacted, Apr 3, 2026","Signed, Apr 3, 2026","ACTPUB, Chapter 611",611,True,3/26/2026 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"3/30/2026 - PASSED TO BE ENACTED , in concurrence.",7,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1063,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1063&SessionID=16
1610,HP1064,House,132,"RESOLUTION, Proposing an Amendment to the Constitution of Maine to Apportion Differentiated Tax Rates on Real Property According to Use",Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, May 21, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The RESOLUTION was REFERRED to the Committee on TAXATION pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/21/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),6,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1064,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1064&SessionID=16
1611,HP1065,House,132,An Act to Decrease the Retirement Contributions Required for Teachers and State Employees,Labor,"Died On Adjournment, Apr 29, 2026",,,,False,6/4/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),6,7,3,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1065,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1065&SessionID=16
1612,HP1066,House,132,"Resolve, Directing the Department of Transportation to Solicit Proposals for the Utilization of Unused State-owned Railroad Lines",Transportation,"Accepted Majority (ONTP) Report, Jun 9, 2025",,,,False,"6/9/2025 - Reports READ . On motion of Representative CRAFTS of Newcastle, the Majority Ought Not to Pass Report was ACCEPTED . Sent for concurrence. ORDERED SENT FORTHWITH.",6/9/2025 - Reports Read On motion by Senator NANGLE of Cumberland the Majority Ought Not to Pass Report ACCEPTED in concurrence. Placed in Legislative Files (DEAD),9,3,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1066,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1066&SessionID=16
1613,HP1067,House,132,An Act to Establish Maine's Care Force to Address the State's Health Care Crisis,Health and Human Services,"Ought Not to Pass Pursuant To Joint Rule 310, May 13, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on HEALTH AND HUMAN SERVICES pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/13/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),9,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1067,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1067&SessionID=16
1614,HP1068,House,132,"Resolve, to Facilitate the Ability of the Maine State Museum to Acquire and Preserve Special Collections",Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 13, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Resolve was REFERRED to the Committee on EDUCATION AND CULTURAL AFFAIRS pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/13/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),3,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1068,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1068&SessionID=16
1615,HP1069,House,132,"Resolve, to Expand Access to Oral Health Care by Studying Alternative Pathways for Obtaining a License to Practice Dentistry","Health Coverage, Insurance and Financial Services","Emergency Finally Passed, Jul 1, 2025","Emergency Signed, Jul 1, 2025","RESLV, Chapter 107",107,True,"6/25/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.","6/25/2025 - FINALLY PASSED - Emergency - 2/3 Elected Required, in concurrence.",10,9,0,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1069,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1069&SessionID=16
1616,HP1070,House,132,An Act to Eliminate Requirements for Drivers to Surrender Their Physical Driver's Licenses During a Temporary Suspension,Transportation,"Enacted, May 30, 2025","Signed, May 30, 2025","ACTPUB, Chapter 173",173,True,5/27/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/27/2025 - PASSED TO BE ENACTED , in concurrence.",1,5,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1070,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1070&SessionID=16
1617,HP1071,House,132,"An Act to Lower the Exclusion Amount for the Estate Tax and Create an Exclusion for Family Farms and Aquaculture, Fishing and Wood Harvesting Businesses",Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, May 28, 2025",,,,False,"4/11/2025 - Received by the Clerk of the House on April 11, 2025. The Bill was REFERRED to the Committee on TAXATION pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",5/28/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),5,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1071,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1071&SessionID=16
1618,HP1072,House,132,"Resolve, to Study the Feasibility of Establishing a Dedicated Family Court in Maine",Judiciary,"Died On Adjournment, Apr 29, 2026",,,,False,"5/27/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.",4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),10,7,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1072,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1072&SessionID=16
1619,HP1073,House,132,"Resolve, to Direct the Governor's Energy Office to Solicit Information Regarding the Creation of a Thermal Energy Networks Program in Maine","Energy, Utilities and Technology","Finally Passed, Jun 11, 2025","Signed, Jun 11, 2025","RESLV, Chapter 67",67,True,6/4/2025 - FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/5/2025 - FINALLY PASSED , in concurrence.",2,5,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1073,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1073&SessionID=16
1620,HP1074,House,132,An Act to Amend the Laws Regulating the Testing of Adult Use Cannabis and Adult Use Cannabis Products,Veterans and Legal Affairs,"Accepted Majority (ONTP) Report, Jun 10, 2025",,,,False,"6/10/2025 - Reports READ . On motion of Representative SUPICA of Bangor, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 409 (Yeas 76 - Nays 68 - Absent 5 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.",6/10/2025 - Reports READ On motion by Senator HICKMAN of Kennebec The Majority Ought Not To Pass Report ACCEPTED in concurrence PREVAILED Roll Call Ordered Roll Call Number 443 Yeas 20 - Nays 12 - Excused 3 - Absent 0 Placed in Legislative Files (DEAD),6,3,2,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1074,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1074&SessionID=16
